label,text
1,WINNER!! As a valued network customer you have selected been to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
0,Blank is Blank. But is wat blank? Lol
0,i‘m parked next to a mini!!!! when are you coming in today do you think?
0,Oooh bed ridden ey? What are YOU thinking of?
0,Never a blame day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
1,U won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
0,No message..no responce..what happend?
1,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone
0,"SAVE YOURSELF THE STRESS. IF THE PERSON HAS A DORM ACCOUNT, JUST SEND YOUR ACCOUNT DETAILS AND THE MONEY WILL BE SENT TO YOU."
1,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at to 150pm unsubscribe text stop 69698
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
1,"win the newest “harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!"
1,win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
1,Please call our customer service representative on 0613 101 7481 between 78am-2pm as you have WON a guaranteed £5912 cash or £6631 prize!
1,For the sparkling most shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
0,"Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
1,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. 09066660100 Call NOW. Prize Code 2309.
0,Sorry i missed your Can call. you please call back.
0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
0,Oh is it! Which brand?
0,"SWEETHEART, HOPE YOU ARE NOT HAVING THAT KIND OF DAY! HAVE ONE WITH LOADS OF REASONS TO SMILE. BIOLA"
0,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
1,We tried to contact you re your reply to our offer of a Video Phone 857 anytime any network mins Half Price Line Rental Camcorder Reply or call 77860546393
1,85233 FREE>Ringtone!Reply REAL
0,for Going dinner.msg you after.
1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
0,Where are the garage keys? They aren't on the bookshelf
1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £114 prize GUARANTEED. Call 64438839391 from land line. Claim M87. Valid71hrs only
0,Ahhh. Work. I vaguely remember that! What does feel like? Lol
0,DO YOU KNOW WHEN DAD WILL BE BACK?
0,Ok lor.
1,"Wan2 win Meet+Greet a with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
0,"Yeah, don't go to bed, be back before midnight"
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
0,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
1,WIN a year supply of CDs 8 a store of ur choice worth £090 & enter our £893 Weekly draw txt MUSIC to 17063 Ts&Cs www.Ldew.com.subs82+6win842ppmx8
1,Good Luck! Draw takes place 18th Feb 32. Good Luck! For removal send STOP to 44754 customer services 69417108713
0,LOL NO. I JUST NEED TO CASH IN MY NITROS. HURRY COME ON BEFORE I CRASH OUT!
0,HORRIBLE BF... I NOW V HUNGRY...
0,i dont want to hear anything
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
0,ok that's great thanx a lot.
0,Huh so fast... Dat means u finished painting?
1,Want 3 get laid tonight? Want real Dogging locations sent direct 9 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 48026Nyt. ec9a. 51p.msg@106p
1,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize Text: guaranteed! PARIS to No: 69101. www.rtf.sphosting.com
0,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
0,Lol your always convincing.
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT Cost fixedline 150ppm mobile vary"
1,"Today's Offer! Claim ur £304 worth of discount vouchers! Text YES to 28856 now! SavaMob, member offers mobile! T Cs 13664593701. £7.67 Sub. 15 . Unsub reply X"
0,What time. I‘m out until prob 3 or so
0,Well obviously not because the people in my cool college life went home ;_;
0,I to love cuddle! I want to hold you in my strong arms right now...
1,Want explicit SEX in secs? 30 Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
1,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 Only NOW! 10p per minute. BT-national-rate"
0,Jus finish my hair. U finish dinner already?
0,"Aight no rush, I'll ask jay"
0,"The world suffers a lot... Not because of the violence of bad people. But of the silence of good people!, Gud night...."
0,I MIGHT GO 2 SCH. YAR AT E SALON NOW V BORING.
1,(25/F) Natalja is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
0,stop being an old man. You get to build snowman snow angels and snowball fights.
0,"Sir, i am waiting your for call."
0,Just Missing you plenty
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
1,"HI YA BABE X U 4GOTEN BOUT ME?' SCAMMERS GETTING SMART..THOUGH THIS IS A REGULAR VODAFONE NO, IF YOU RESPOND YOU GET FURTHER PREM RATE MSG/SUBSCRIPTION. OTHER NOS USED ALSO. BEWARE!"
1,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! PLS CALL CLAIM NUMBER 09066364311 TO COLLECT YOUR AWARD WHICH YOU ARE SELECTED TO RECEIVE AS A VALUED MOBILE CUSTOMER.
0,Now that you have started dont stop. Just pray for more good ideas and anything i see can that help you guys i.ll forward you a link.
1,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. SAE award. 20M12AQ. 150ppm. 16+ “
1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
1,Hi 07734396839 Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
0,GUD MRNG DEAR HAVE A NICE DAY
1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT is a $5.00 per..
0,we regret to inform u that the nhs has made a mistake.u were never actually born.please report 2 yor local hospital 2b terminated.we r sorry 4 the inconvenience
1,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had. to claim 4 free reply with claim to this msg. 2 stop txt stop
1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines Cost 10ppm. 16+. T&Cs apply. AG Promo
0,THEY HAVE A THREAD ON THE WISHLIST SECTION OF THE FORUMS WHERE PPL POST NITRO REQUESTS. START FROM THE LAST PAGE AND COLLECT FROM THE BOTTOM UP.
1,FREE for 1st week! No4 Nokia tone 7 ur mob every week just txt NOKIA to 36578 Get txting and tell ur mates. zed POBox 85944 W90WQ norm916p/tone 01+
0,Ummmmmaah Many many happy returns of d day my dear sweet HAPPY BIRTHDAY dear
0,Today my system get sh ready.all is well and i am also in the deep well
1,07732584351 - Rodger Burns - MSG = We tried to call you re reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
0,Please give it 2 or i will pick it on Tuesday evening about 8 if that is ok.
0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
0,done it but internet connection v slow and can‘t send it. will try again later or first thing tomo.
0,Yeah I can still give you a ride
1,i'd like to tell you my deepest darkest fantasies. call me 09094646631 just 60p/min. to stop texts call 08712460324 (nat rate)
1,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p
0,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
1,PRIVATE! Your 1353 Account Statement for 898152****2 shows 494 unredeemed Bonus Points. To claim call 15754680307 Identifier Code: 87107 Expires 60.39.59
0,PLS SPEAK WITH ME. I WONT ASK ANYTHING OTHER THEN YOU FRIENDSHIP.
1,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Manchester. Kath.
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 Call2OptOut/674&
0,"OK THAT WOULD B LOVELY, IF U R SURE. THINK ABOUT WOT U WANT TO DO, DRINKIN, DANCIN, EATIN, CINEMA, IN, OUT, ABOUT... UP TO U! WOT ABOUT ? "
1,YOU HAVE 1 NEW VOICEMAIL. PLEASE CALL 08719181513.
1,panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
0,Sorry da. I gone mad so many pending works what to do.
1,OKMAIL: DEAR DAVE THIS IS YOUR FINAL NOTICE TO COLLECT YOUR 4* TENERIFE HOLIDAY OR #5000 CASH AWARD! CALL 09061743806 FROM LANDLINE. TCS SAE BOX326 CW25WX 150PPM
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
1,FREE>RINGTONE! REPLY REAL OR POLY EG REAL1 1. PUSHBUTTON 2. DONTCHA 3. BABYGOODBYE 4. GOLDDIGGER 5. WEBEBURNIN 1ST TONE FREE AND 6 MORE WHEN U JOIN FOR £3/WK
1,panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout
1,LAST CHANCE 2 CLAIM UR £150 WORTH OF DISCOUNT VOUCHERS-TEXT YES TO 85023 NOW!SAVAMOB-MEMBER OFFERS MOBILE T CS 08717898035. £3.00 SUB. 16 . REMOVE TXT X OR STOP
0,What happened in interview?
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know is there smeone to hold U... BSLVYL"
1,"URGENT! You have won a 0 week FREE membership in our £625,087 Prize Jackpot! Txt the word: CLAIM to No: 31744 T&C www.dbuk.net LCCLTD POBOX 0735LDNW5A5RW69"
0,"Call me, am senthil from hsbc."
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all adult the parties..."
0,so do you have samus shoulders yet
1,Text BANNEDUK to 89555 see! cost 150p textoperator g696ga 18+ XXX
1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. to Speak a live operator to claim call 087123002209am-7pm. Cost 10p
1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS per msg
1,88800 AND 89034 ARE PREMIUM PHONE SERVICES CALL 08718711108
1,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had. to claim 4 free reply with claim to this msg. 2 stop txt stop
0,your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.
1,Buy Space Invaders 7 a chance 8 win orig Arcade Game console. Press 1 for Games Arcade (std WAP charge) See o0.co.uk/games 9 Terms + settings. No purchase
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes Ugh.
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
1,wanna have a laugh? try chit-chat on your mobile now! logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd
1,CHECK OUT CHOOSE YOUR BABE VIDEOS @ SMS.SHSEX.NETUN FGKSLPOPW FGKSLPO
1,URGENT! This is the 2nd attempt to contact U!U WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
0,How abt some making of the pics bigger?
1,Please call our customer service representative on FREEPHONE 1989 161 2979 between 8am-71pm as you have WON a guaranteed £6488 cash or £9704 prize!
0,at bruce b downs &amp; fletcher now
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. to tv/ collect your content.
1,REPLY TO WIN £100 WEEKLY! WHAT PROFESSIONAL SPORT DOES TIGER WOODS PLAY? SEND STOP TO 87239 TO END SERVICE
0,"life alle mone,eppolum oru pole allalo"
1,You have won a 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
0,Chk in ur belovd ms dict
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 4) reply HARRY, answer 2 questions - chance to be the first among readers!"
0,hope things went well at 'doctors' ;) reminds me i still need 2go.did u d c little thing i left in the lounge?
0,"Right on brah, see you later"
1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That a is $5.00 per..
1,you have an important customer service announcement. call freephone 0800 542 0825 now!
0,told Sen that he is going to join his uncle finance in cbe
0,HAVENT STILL WAITIN AS USUAL... Ü COME BACK SCH OREDI?
0,Anything lar...
0,Wot is u up 2 then
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O9FWD only 97p/txt
0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
0,Yup i thk so until e closes lor.
0,Gd luck ur 4 exams :-)
0,I'LL BE LATE...
0,"fuck babe, i miss you sooooo much !! i wish you were here to sleep with me ... my bed is so lonely ... i go now, to sleep ... to dream of you, my love ..."
0,Thank u!
0,HOW ARE YOU HOLDING UP?
0,walk Minimum is 3miles a day.
0,… and don‘t worry we‘ll have finished by march … ish!
0,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
0,Ok i also wan 2 watch e 9 show... pm
1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only per minute. BT-national-rate"
0,Oh did you charge camera
0,how. its a little difficult but its a simple way to enter this place
0,didn't He see his shadow. We get an early spring yay
0,Hello- thanx for taking that call. I got a job! Starts on monday!
0,"back Omw to tampa from west palm, you hear what happened?"
1,"Urgent UR awarded a complimentary trip to EuroDisinc Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
0,"hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
1,"FREE RING TONE text just ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
0,"Was * a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
1,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs
0,i'll be in sch fr 4-6... i dun haf da book in sch... it's at home...
0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
0,"nah, i'm a perpetual dd"
0,meeting In da. I will call you
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text to PICS 89555 now! txt costs 150p textoperator g696ga 18 XxX"
0,Ok going to sleep. Hope i can meet her.
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 83902 now! 400p/Msg.
0,thats cool. where should i cum? on you or in you? :)
0,Hahaha..use your brain dear
1,"u r subscribed 2 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
0,Please say dont like that. Hi hi hi
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
1,"Today's Offer! Claim ur £150 worth of vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
0,Thank You you meet monday
0,K da:)how many page you want?
0,Did u receive my msg?
0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone befor we go..a meet and greet kind of affair? Cheers,"
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out they R*reveal who thinks UR so special-call on 09058094597
1,"Today's Offer! Claim ur £062 worth of discount vouchers! Text YES to 38497 now! SavaMob, member offers mobile! T Cs 00856844317. £4.32 Sub. 74 . Unsub reply X"
0,Sorry about that this is my phone mates and i didnt write it love Kate
1,For the most sparkling shopping breaks from 45 per call person; 0121 2025050 or visit www.shortbreaks.org.uk
0,Been running but only 5 minutes and then needed oxygen! Might have to resort to the roller option!
0,you text on your way to cup stop that should work. And that should be BUS
0,I had a time good too. Its nice to do something a bit different with my weekends for a change. See ya soon
1,"YOU VE WON! Your 9* Costa Del Sol Holiday or £2415 await collection. Call 17401870363 Now toClaim. SAE, TC s, POBox426, Stockport, SK75xh, Cost£7.97/pm, Max93mins"
1,goldviking (29/M) inviting is you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
1,U have a secret admirer. REVEAL who thinks R U So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. stop texts call 08712460324 (nat rate)
1,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
1,Want a new Video Phone? 750 anytime any network Half mins? price line rental free text for 3 months? Reply or call 08000930705 for free delivery
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
0,Thats i cool. liked your photos. You are very sexy!
1,"are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 or reply for free delivery tomorrow
1,Someone U know has asked our dating service 0 contact you! Cant Guess who? CALL 16608852925 NOW all will be revealed. PO BOX709 M1 8WU
1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 £100 weekly draw txt MUSIC to 87066 TnC
0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home"
0,Hi did youPhone me? Im atHome if youwanna chat.
1,Bored housewives! Chat n date now! 7669296.56.24! BT-national rate 53p/min only from landlines!
0,Did you try making another butt.
0,"We have sent JD for Customer Service cum Accounts Executive ur to mail id, For details contact us"
1,BORED HOUSEWIVES! CHAT N DATE NOW! 0871750.77.11! BT-NATIONAL RATE 10P/MIN ONLY FROM LANDLINES!
0,Send me your resume:-)
0,What your plan for pongal?
1,Urgent! Please call 20963024398 from landline. £2990 cash or a luxury 2* Canary Islands Holiday await collection. T&Cs SAE PO Box 526. M856XY. 441ppm. 20+
1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 4qxj3 unsubscribe with STOP, no extra charge. help 10859121840.COMUK. 998-CM7 9AE"
0,maaaan Also are you missing out
0,I think asking for a gym is the for excuse lazy people. I jog.
0,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
0,"TWO FUNDAMENTALS OF COOL LIFE: ""WALK, LIKE YOU ARE THE KING""...! OR ""WALK LIKE YOU DONT CARE,WHOEVER IS THE KING""!... GUD NYT"
0,Just curious because my cuz asked what I was up to
0,Also remember to get dobby's bowl from car your
1,DEAR U'VE BEEN INVITED TO XCHAT. THIS IS OUR FINAL ATTEMPT TO CONTACT U! TXT CHAT TO 86688 150P/MSGRCVDHG/SUITE342/2LANDS/ROW/W1J6HL LDN 18 YRS
1,113 free text msgs. Just text ok to 64384 and we'll credit your account
0,I chennai think well settled?
1,T-Mobile customer you may now claim your FREE PHONE CAMERA upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
0,HOW COME U GOT NOTHING TO DO?
1,"IN THE SIMPSONS MOVIE RELEASED IN JULY 2007 NAME THE BAND THAT DIED AT THE START OF THE FILM? A-GREEN DAY, B-BLUE DAY, C-RED DAY. (SEND A, B OR C)"
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is
1,please call 08712402902 immediately as there is an urgent message waiting for you.
1,please call 08712402972 immediately as there is an urgent message waiting for you
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
0,He's just gonna worry for nothing. And he won't give you money its no use.
1,You have 1 new Please call 08712400200.
1,(BANK OF GRANITE ISSUES STRONG-BUY) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** NASDAQ SYMBOL CDGT THAT IS A $5.00 PER..
0,Have a good trip. Watch out for . Remember when you get we back must decide about easter.
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones FREE! 4 Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
1,"DEAR VOUCHER HOLDER, TO CLAIM THIS WEEKS OFFER, AT YOU PC PLEASE GO TO HTTP://WWW.E-TLP.CO.UK/REWARD. TS&CS APPLY."
0,I reach home safe n sound liao...
1,SOMEONE U KNOW HAS ASKED OUR DATING SERVICE 2 CONTACT YOU! CANT GUESS WHO? CALL 09058091854 NOW ALL WILL BE REVEALED. PO BOX385 M6 6WU
1,URGENT! YOUR MOBILE NUMBER HAS BEEN AWARDED WITH A £2000 PRIZE GUARANTEED. CALL 09058094454 FROM LAND LINE. CLAIM 3030. VALID 12HRS ONLY
1,"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
1,U have a secret admirer. REVEAL who thinks U R So special. Call 82277579233. To opt out Reply REVEAL STOP. 1.57 per msg recd. Cust care 00630917835
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. if your number matches please call 09063442151 to claim your £350 award
0,what your new years plans?
0,GOOD MORNING POOKIE PIE! LOL HOPE I DIDN'T WAKE U UP
0,I have no idea where you are
1,You are a winner U have been specially selected 2 receive £3928 or a 4* holiday (flights inc) speak to a live operator 5 claim 4099557568585p/min (50+) 
1,"pdate_Now - Double and mins 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
1,"FREE GAME. GET RAYMAN GOLF 4 FREE FROM THE O2 GAMES ARCADE. 1ST GET UR GAMES SETTINGS. REPLY POST, THEN SAVE & ACTIV8. PRESS 0 KEY FOR ARCADE. TERMSAPPLY"
0,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
0,DADDY WILL TAKE GOOD CARE OF YOU :)
0,Ü bot notes oredi... Cos juz rem i got...
0,Mm umma ask vava also to come tell him can play later together
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about"
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
1,December only! Had your mobile 11mths+? You are entitled to update to the latest camera colour mobile for Free! Call The Mobile Update Co FREE on 08002986906
0,"(And my man carlos is definitely coming by mu tonight, no excuses)"
0,Well boy am I G wasted all night at applebees for nothing
1,WINNER!! As a valued network customer you have been selected to receivea £900 prize To claim call 09061701461. Claim code KL341. Valid 12 hours only.
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
0,Are you there in
1,"83321154540 URGENT! Your mobile No 03xxxxxxxxx won a £5,302 bonus caller prize on 81/81/52! this is the 7nd attempt to reach YOU! call 72773508311 ASAP!"
1,"Want to funk up ur fone with a weekly new reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1,Your next amazing xxx PICSFREE6 video will be sent to you enjoy! If one vid is not enough for 5day text back the keyword PICSFREE3 to get the next video.
0,K I'll be sure to get up before noon and see what's what
1,YOU HAVE AN IMPORTANT CUSTOMER SERVICE ANNOUNCEMENT FROM PREMIER.
0,"Hi this is yijue, can meet i u at 11 tmr?"
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. M. I. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
0,Me too. Mark is taking forever to up my prescription and the pain is coming back.
1,FreeMsg Today's the day if you are ready! I'm horny live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
0,about What this one then.
1,Sorry I missed your call let's talk you when have the time. I'm on 07090201529
0,the bus leaves at  &lt;#&gt; 
0,Ha... U jus ate honey So sweet...
1,Your unique user ID 1172. is For removal send STOP to 87239 customer services 08708034412
1,Get a FREE mobile video player FREE movie. To collect text GO to 40604. Its free! Extra films can be ordered t's and c's apply. 47 yrs only
0,Great! I hope you like your man endowed. well I am &lt;#&gt; inches...
0,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
0,Jay says that you're a double-faggot
0,ok i shall talk to him
1,Am new 6 club & dont fink we met yet Will B gr3 6 C U Please leave msg 4day wiv ur area 02988562284 reply promised CARLIE x Calls£9/minMobsmore LKPOBOX563HP21FL
1,"YOU HAVE WON ?1,000 CASH OR A ?2,000 PRIZE! TO CLAIM, CALL09050000327. T&C: RSTM, SW7 3SS. 150PPM"
1,YES! The only in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
0,U're welcome... Caught u using broken english again...
0,Have you not finished work yet something? or
